sample	cluster
SRR6113485	0
SRR6113486	0
SRR6113487	0
SRR6113488	0
SRR6113489	4
SRR6113490	4
SRR6113491	4
SRR6113492	4
SRR6113493	4
SRR6113494	4
SRR6113495	4
SRR6113496	4
SRR6113497	4
SRR6113498	4
SRR6113499	4
SRR6113500	4
SRR6113501	4
SRR6113502	4
SRR6113503	4
SRR6113504	4
SRR6113505	4
SRR6113506	4
SRR6113507	4
SRR6113508	4
SRR6113509	4
SRR6113510	4
SRR6113511	4
SRR6113512	4
SRR6113513	7
SRR6113514	7
SRR6113515	7
SRR6113516	7
SRR6113517	7
SRR6113518	7
SRR6113519	7
SRR6113520	7
SRR6113521	7
SRR6113522	7
SRR6113523	7
SRR6113524	7
SRR6113525	7
SRR6113526	7
SRR6113527	7
SRR6113528	7
SRR6113529	3
SRR6113530	3
SRR6113531	3
SRR6113532	3
SRR6113533	3
SRR6113534	3
SRR6113535	3
SRR6113536	3
SRR6113537	3
SRR6113538	3
SRR6113539	3
SRR6113540	3
SRR6113541	3
SRR6113542	3
SRR6113543	3
SRR6113544	3
SRR6113545	2
SRR6113546	2
SRR6113547	2
SRR6113548	2
SRR6113549	2
SRR6113550	2
SRR6113551	2
SRR6113552	2
SRR6113553	1
SRR6113554	1
SRR6113555	1
SRR6113556	1
SRR6113557	1
SRR6113558	1
SRR6113559	1
SRR6113560	1
SRR6113561	1
SRR6113562	1
SRR6113563	1
SRR6113564	1
SRR6113565	1
SRR6113566	1
SRR6113567	1
SRR6113568	1
SRR6113569	5
SRR6113570	5
SRR6113571	5
SRR6113572	5
SRR6113573	5
SRR6113574	5
SRR6113575	5
SRR6113576	5
SRR6113577	5
SRR6113578	5
SRR6113579	5
SRR6113580	5
SRR6113581	5
SRR6113582	5
SRR6113583	5
SRR6113584	5
SRR6113585	5
SRR6113586	5
SRR6113587	5
SRR6113588	5
SRR6113589	5
SRR6113590	5
SRR6113591	5
SRR6113592	5
SRR6113593	5
SRR6113594	5
SRR6113595	5
SRR6113596	5
SRR6113597	5
SRR6113598	5
SRR6113599	5
SRR6113600	5
SRR6113601	4
SRR6113602	4
SRR6113603	4
SRR6113604	4
SRR6113605	4
SRR6113606	4
SRR6113607	4
SRR6113608	4
SRR6113609	1
SRR6113610	1
SRR6113611	1
SRR6113612	1
SRR6113613	1
SRR6113614	1
SRR6113615	1
SRR6113616	1
SRR6113617	6
SRR6113618	6
SRR6113619	6
SRR6113620	6
SRR6113621	6
SRR6113622	6
SRR6113624	6
SRR6113625	6
SRR6113626	2
SRR6113627	2
SRR6113628	2
SRR6113629	2
SRR6113630	2
SRR6113631	2
SRR6113632	2
SRR6113633	2
SRR6113634	2
SRR6113635	2
SRR6113636	2
SRR6113637	2
SRR6113638	2
SRR6113639	2
SRR6113640	2
SRR6113641	2
SRR6113642	6
SRR6113643	6
SRR6113644	6
SRR6113645	6
SRR6113646	6
SRR6113647	6
SRR6113648	6
SRR6113649	6
SRR6113650	2
SRR6113651	2
SRR6113652	2
SRR6113653	2
SRR6113654	2
SRR6113655	2
SRR6113656	2
SRR6113657	2
SRR6113658	6
SRR6113659	6
SRR6113660	6
SRR6113661	6
SRR6113662	6
SRR6113663	6
SRR6113664	6
SRR6113665	6
SRR6113666	6
SRR6113667	6
SRR6113668	6
SRR6113669	6
SRR6113670	6
SRR6113671	6
SRR6113672	6
SRR6113673	6
SRR6113674	2
SRR6113675	2
SRR6113677	2
SRR6113678	2
SRR6113679	2
SRR6113680	2
SRR6113681	2
SRR6113682	3
SRR6113683	3
SRR6113684	3
SRR6113685	3
SRR6113687	3
SRR6113688	3
SRR6113689	3
SRR6113690	3
SRR6113691	3
SRR6113692	3
SRR6113693	3
SRR6113694	3
SRR6113695	3
SRR6113696	3
SRR6113697	3
SRR6113699	2
SRR6113701	2
SRR6113703	2
SRR6113704	2
SRR6113705	2
SRR6113708	2
SRR6113709	2
SRR6113710	2
SRR6113711	2
SRR6113712	2
SRR6113714	2
SRR6113715	2
SRR6113716	2
SRR6113717	2
SRR6113718	2
SRR6113719	2
SRR6113720	2
SRR6113721	2
SRR6113722	2
SRR6113723	2
SRR6113724	2
SRR6113725	2
SRR6113726	2
SRR6113727	2
SRR6113728	2
SRR6113729	2
SRR6113730	2
SRR6113731	2
SRR6113732	2
SRR6113733	2
SRR6113734	2
SRR6113735	2
SRR6113736	2
SRR6113737	2
SRR6113738	3
SRR6113739	3
SRR6113740	3
SRR6113741	3
SRR6113742	3
SRR6113743	3
SRR6113744	3
SRR6113745	3
SRR6113746	2
SRR6113748	2
SRR6113749	2
SRR6113750	2
SRR6113751	2
SRR6113752	2
SRR6113753	2
SRR6113754	2
SRR6113755	2
SRR6113756	2
SRR6113757	2
SRR6113758	2
SRR6113759	2
SRR6113760	2
SRR6113761	2
SRR6113762	2
SRR6113763	2
SRR6113764	2
SRR6113765	2
SRR6113766	2
SRR6113767	2
SRR6113768	2
SRR6113769	2
SRR6113770	2
SRR6113772	2
SRR6113773	2
SRR6113774	2
SRR6113776	2
SRR6113777	2
SRR6113778	2
SRR6113779	2
SRR6113780	2
SRR6113782	2
SRR6113783	2
SRR6113784	2
SRR6113785	2
SRR6113786	2
SRR6113787	2
SRR6113788	2
SRR6113790	2
SRR6113792	2
SRR6113793	2
SRR6113794	2
SRR6113795	2
SRR6113796	2
SRR6113797	2
SRR6113798	2
SRR6113799	2
SRR6113800	2
SRR6113801	2
SRR6113803	2
SRR6113804	2
SRR6113805	2
SRR6113806	2
SRR6113807	2
SRR6113810	2
SRR6113811	2
SRR6113812	2
SRR6113813	2
SRR6113815	2
SRR6113816	2
SRR6113817	2
SRR6113818	2
SRR6113819	2
SRR6113820	2
SRR6113822	2
SRR6113824	2
SRR6113825	2
SRR6113826	2
SRR6113827	2
SRR6113828	2
SRR6113829	2
SRR6113830	2
SRR6113831	2
SRR6113832	2
SRR6113833	2
SRR6113834	2
SRR6113835	2
SRR6113836	2
SRR6113837	2
SRR6113838	2
SRR6113839	2
SRR6113840	2
SRR6113841	2
SRR6113842	2
SRR6113843	2
SRR6113844	2
SRR6113845	2
SRR6113846	2
SRR6113847	2
SRR6113848	2
SRR6113849	2
SRR6113850	2
SRR6113851	2
SRR6113852	2
SRR6113853	2
SRR6113854	2
SRR6113855	2
SRR6113856	2
SRR6113857	2
SRR6113858	2
SRR6113859	2
SRR6113861	2
SRR6113862	2
SRR6113863	2
SRR6113864	2
SRR6113865	2
SRR6113866	6
SRR6113867	6
SRR6113868	6
SRR6113869	6
SRR6113870	6
SRR6113871	6
SRR6113872	6
